atu_number,title,level_1_category,level_2_category,level_3_category,category_range,detail_url,description
1655,The profitable exchange,ANECDOTES AND JOKES,Stories about a Man,Lucky Accidents,1640-1674,index.php?action=atu&src=atu&id=1655,"The eaten grain and the cock as damages. Cf. Type 170 . I. Profitable Exchanges. (a) The hero has only a grain of corn; this is eaten by a cock and he gets the cock as damages [ K251.11 ]. (b) Likewise when the hog eats the cock, and (c) the ox eats the… No examples in our database yet"
1660,The Poor Man in Court,ANECDOTES AND JOKES,Stories about a Man,Lucky Accidents,1640-1674,index.php?action=atu&src=atu&id=1660,He has a stone in his purse to throw at the judge if he is sentenced. The judge thinks that he has money to use as a bribe and acquits him. [ K1705 ].  No examples in our database yet back to index
1661,The Triple Tax,ANECDOTES AND JOKES,Stories about a Man,Lucky Accidents,1640-1674,index.php?action=atu&src=atu&id=1661,"A poet is given by the king the right to demand a coin from the first hunchback he meets, from the first man of a certain name, and the first man of a certain city. He sees a hunchback and demands the coin. A quarrel arises in which it appears that… No examples in our database yet back to index"
1663,Deviding Five Eggs Equally between Two Men and One Woman,ANECDOTES AND JOKES,Stories about a Man,Lucky Accidents,1640-1674,index.php?action=atu&src=atu&id=1663,Three to the woman and one to each of the men. Men already have two (testicles). [ J1249.1 ]. No examples in our database yet back to index
1675,The ox (ass) as mayor,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1675,"The peasant has his ox study. The man who is to teach the ox [ K491 ] slaughters it and tells the peasant that it has gone to the city and become a merchant (mayor). The peasant goes to visit him, meets a man who is named Peter Ox (or the like) and…"
1678,The boy who had never seen a woman,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1678,"When he sees a girl and asks his father what it is, the father tells him it is Satan. Asked what he most likes, he says »The Satans». [ T371 ]. No examples in our database yet"
1681,Foolish man builds aircastles,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1681,"Foolishly kills his horse, throws his axe into the lake to kill a duck. Undresses to recover axe. Clothes stolen. Goes into barrel of tar to hide. In tar and feathers. [ J2661.4 ]. Cf. Types 1383, 1690*. Variants 1681A. Fool Prepares for the Wedding (Funeral) On the way back from city he gives the meat to dogs, puts the pots on the stumps so that they will not freeze, spreads butter on the road so that it will be easier for the horses, puts salt in the river so that the horse will drink better, etc.…   1681B. Fool as Custodian for Home and Animals Bathes grandmother in boiling water; kills baby, etc. (Same as Types 1012, 1013 but with stupid boy instead of rascal .)   No examples in our database yet"
1682,The groom teaches his horse to live without food,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1682,It dies. [ J1914 ].
1685,The Foolish Bridegroom,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1685,"Dog »Parsley» in the soup [ J2462.1 ]. Clearing out the room (throws out the stove) [ J2465.5 ]. To »throw good eyes» at the bride (throws ox-eyes and sheep-eyes on the plate) [ J2462.2 ]. Cf. Type 1006 . She flees. The he-goat in the bride's place in… Variants 1685A. The Stupid Son-in-Law Cf. 1000-1000 A Ind (j), 1332, 1691. I. The »Night-Blind» Fool. (a) As night approaches, he grabs the tail of a bull so that it will lead him home. He is dragged through the mire and brambles. (b) He thinks a cat is eating from his plate and…   No examples in our database yet"
1687,The forgotten word,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1687,
1688,The Servant to Improve on the Master's Statements,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1688,"The wooer makes boasts to the girl and the servant always doubles the master's boast. Finally the master says, »I have poor eyesight.» - The servant, »You don't see at all.» (Or the master coughs and apologizes; the servant says that he coughs… Variants 1688B. Two match-makers No examples in our database yet"
1689,Thank God They Weren't Peaches,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1689,The man plans to take peaches as a present to the king. He is persuaded rather to take figs. They are green and the king has them thrown in his face. He is thankful that they weren't peaches. [ J2563 ]. Variants 1689A. Two presents for the king   1689B. The Recipe is Saved A hawk steals the fool's meat; he is grateful that the Recipe remains. [ J2562 ].   No examples in our database yet
1691,Don´t Eat too Greadly,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1691,"The fool starves himself at table since a cat steps on his foot and he thinks his companion is giving him hint to stop eating. He later hunts food in house and gets into trouble. [ J2541 ]. Cf. Type 1775 . Variants 1691B. The Suitor who Does not Know how to Behave at Table Skins the peas, etc. Cf. Type 1339C ."
1692,The Stupid Thief,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1692,"Cf. Type 177 . A fool accompanies a group of thieves, who send him into the house while they wait outside. I. Following Directions Literally. (a) Told to bring out something »heavy» (i.e., valuable), he brings out a heavy mortar, or the like… No examples in our database yet"
1693,The Literal Fool - the Burning of Lanka,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1693,"Pots broken; fire set. A fool (or trickster) follows instructions literally and disastrously. He is taken before a judge or rajah, but is freed. (a) An oil seller tells a fool (or a trickster), who has spilled a little oil, that spilt oil brings good…"
1694,The Company to Sing like the Leader,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1694,"When his foot is caught in a wheel, his companions keep repeating his call for help as a song. [ J2417.1 ]. Cf. Type 1832M*. No examples in our database yet back to index"
1695,"The Fool Spoils the Work of the Shoemaker, the Tailor and the Smith",ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1695,"Makes shoes for animals as well for men since he expects a cold winter. [J1873.1, W111.5.9]. No examples in our database yet"
1696,What Should I Have Said?,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1696,"The mother teaches the boy (the man his wife) what he should say (do) in this or that circumstance. He uses the words in the most impossible cases and is always punished. [ J2461 ]. Cf. Types 1681A , 1681B ."
1697,"""We Three; For Money""",ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1697,Three travelers in a foreign land know only three expressions in the foreign language. By the use of these they get themselves accused of murder. [ C495.2.2 ] Cf. Type 360 . No examples in our database yet
1699,Misunderstanding Because of Ignorance of a Foreign Language,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1699,
1700,"""I don't Know.""",ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1700,The man thinks that »I don't know» is a person's name [ J2496 ]. No examples in our database yet
1701,Echo answers,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1701,Only end of question comes back. Misunderstanding. [ K1887.1 ]. No examples in our database yet back to index
1702,Anecdotes about Stutterers,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1702,One stutterer thinks the other is imitating him. No examples in our database yet back to index
1705,Talking Horse and Dog,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1705,"A person is frightened by animals successively replying to his remarks. Example: The man riding the horse and followed by the dog tells the horse to jump over a hole. Horse says, »I will not.» Man turns to dog and says, »Isn't that strange, a… No examples in our database yet"
1707,The Noseless Man,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1707,"A man who has lost his nose persuades others that they, too, can see God if they will cut their noses off. They do so, whereupon he scoffs at them. [ J758.1.1 ]. Cf. Types 64 , 1203 . No examples in our database yet back to index"
1718,God can't take a joke,ANECDOTES AND JOKES,Stories about a Man,The Stupid Man,1675-1724,index.php?action=atu&src=atu&id=1718,
1725,The foolish parson in the trunk,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1725,"The clever rascal gets ready to throw the trunk into the water; see Type 1535, incidents III b, c, 1358 ."
1730,The entrapped suitors,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1730,
1731,The Youth and the Pretty Shoes,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1731,"By playing upon their desire for the pretty shoes he has stolen [ T455.3.2 ], he betrays the wife, the daughter, and the servant girl of the parson [ K1357 ] and finally the parson himself, who is standing by his side. Healing of the scab; holding the… No examples in our database yet back to index"
1735,'Who gives his own goods shall receive it back tenfold',ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1735,"The parson preaches from this text, and a peasant tests it by giving the parson a cow, which brings all the parson's cows back home with her [ K366.1.1 ]. A quarrelarises over the cows and it is agreed that the man who can say »good morning» to the… Variants 1735A. The Bribed Boy Sings the Wrong Song The sexton steals the priest's cow. The next day the sexton's son sings, »My father stole the priest's cow.» The priest pays the boy to sing in church. But the sexton teaches the boy a new song, »The priest has lain with my mother» and this is…   1735B. The Recovered Coin Man retrieves his coin from offering box with a thread. Curé says »May God repay you!» - »It has returned already».   No examples in our database yet"
1736,The stingy parson,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1736,"The boys do no mowing the whole day. »May the grass grow up again! May the gold in the purse turn to wasps!» A parson is known for being unusually stingy. He sends his boys to the meadow to mow, and they do nothing. On the way home one of them… Variants 1736A. Sword Turns to Wood Man to be executed is said to be guilty unless his sword turns to wood. This happens and he is freed. (He has substituted a wooden sword.)   No examples in our database yet"
1737,Trading Places with the Trickster in a Sack,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1737,"The youth claims to be the Angel Gabriel [ K842 ]. (Dupe not always a parson; sometimes told of animals.) Cf. Types 1525A, 1535 (IV)."
1738,The Dream: All Parsons in Hell,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1738,"The smith, who is sick, sends for the parson, whoAT first refuses to come on account of bad weather. When he arrives the smith says that he has dreamed that he went to heaven, where St. Peter would not admit him before he saw a priest. There were no… Variants 1738A. What does God do? No examples in our database yet"
1739,The parson and the calf,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1739,"A sick parson is made to believe that he will bear a calf. In having his urine examined by a doctor, a cow's is substituted by mistake. (Or he dreams that he has borne a calf.) When a calf comes into the house he thinks that he has borne it.… No examples in our database yet"
1740,Candles on the Crayfish,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1740,The rascal puts burning candles on the backs of the crayfish. The parson and sexton think them the souls of the dead. He robs them meanwhile. [ K335.0.5.1 ]. Variants 1740A. Candles on Goat's Horns A goat goes into a church. The villagers think she is sent by saint and light candles on her horns. She sets fire to farms.   1740B. Thieves as Ghosts Rascals dress in white and make owner of figtree from which they are stealing believe they are ghosts. He flees.
1741,Trickster Wives and Maids,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1741,"The servant who has eaten the chickens tells the guest to flee because the priest is going to cut off his ears, and he tells the priest the guest has stolen two chickens [ K2137 ]. The priest runs after him crying, »Give me at least one of them.»"
1745,Three words at the grave,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1745,"The priest made sick of his bargain. A poor man in return for a steer gets permission from the priest to speak three words at the burial of his enemy, the rich man. Priest: »From the earth are you come.» Man: »Now the steer is dead.» Priest: »In… No examples in our database yet back to index"
1750,The Parson's Stupid Wife,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,The Clergyman is Tricked,1725-1774,index.php?action=atu&src=atu&id=1750,"A mercenary lover makes the parson's wife believe that chickens can be taught to talk [ J1882.1 ]. At her request, he undertakes to hatch out hen's eggs and receives large amounts of corn to feed them. When the chickens hatch, he declares that they… Variants 1750A. Sending a Dog to be Educated The servant fools the priest out of a large sum of money for the supposed education of a dog. Later on tells him that he has slain the dog because it enquired: »Does our Rector still keep relations with Barbara?» - »It is well you have slain him -…   No examples in our database yet"
1775,The hungry parson,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Clergyman and Sexton,1775-1799,index.php?action=atu&src=atu&id=1775,On the hunting trip. Overnight at the peasant's house. In the night the parson hunts the porridge to satisfy his hunger. (The sexton has given him the end of a rope to guide him) [ X431 ]. Cf. Type 1691 . No examples in our database yet
1776,The sexton falls into the brewing-vat,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Clergyman and Sexton,1775-1799,index.php?action=atu&src=atu&id=1776,The parson has illicit relations with the maid. The sexton falls from his hiding place into the brewing-vat. The parson and maid think it is the devil and flee [ K1271.1.4 ]. The sexton gets the beer [ K335 ]. Cf. Type 1360 . No examples in our database yet
1781,Sexton's Own Wife Brings her Offering,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Clergyman and Sexton,1775-1799,index.php?action=atu&src=atu&id=1781,The priest grants to the sexton the offerings brought by all women whom the priest has loved. The priest always calls out »Take» when these women offer. The sexton's own wife comes. The priest calls out »Take!» (Cf. Q384.) [ K1541 ]. No examples in our database yet back to index
1786,The Parson in the Church on the Ox,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Clergyman and Sexton,1775-1799,index.php?action=atu&src=atu&id=1786,Wants to show how Christ rode to Jerusalem. Rides into the church on an ox. The sexton sticks the ox with a needle. [ X414 ]. No examples in our database yet back to index
1790,The Parson and Sexton Steal a Cow,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Clergyman and Sexton,1775-1799,index.php?action=atu&src=atu&id=1790,"Dispute over the booty. Summoned to court. In return for the cow and money, the sexton agrees to get them free. Tells the whole story. Then says, »Just then I waked up» [ J1155 ]. They are freed. Cf. Type 1364 . No examples in our database yet back to index"
1791,The sexton carries the parson,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Clergyman and Sexton,1775-1799,index.php?action=atu&src=atu&id=1791,Thieves steal a sheep or turnips. The lame parson has himself carried by the sexton. The sexton hears the thieves in the cemetery cracking nuts and thinks it is the devil cracking bones. With the gouty parson on his back he comes upon the thieves… No examples in our database yet
1792,The stingy parson and the slaughtered pig,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Clergyman and Sexton,1775-1799,index.php?action=atu&src=atu&id=1792,"The stingy parson does not want to give anyone a part of his pig, which he has just slaughtered. The sexton advises him to hang the pig up in the garden overnight so as to make everyone think it has been stolen. The sexton steals it himself.… Variants 1792A. The Priest's Pig A man going on a journey changes clothes on the way with another man. Latter is found drowned, and is buried as the first man. The first man's wife is to be re-married by the priest and is to give the priest a pig as payment. The priest sends his…   No examples in our database yet"
1800,Stealing Only a Small Amount,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1800,Man promises in confession to steal only a small amount. Steals rope with mare on end of it. [ K188 ]. Cf. Type 1630A*. No examples in our database yet back to index
1804,The eel filled with sand,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1804,"A penitent confesses that a plan to sin has entered his mind. Priest tells him that the thought is as good as the deed. Assesses four florins as penance. Penitent says that he had only had it in his mind to give the florins; he must take the thought… Variants 1804A. The Priest Administers to a Man Sick with Infectious Disease Shows him the Host through the window, and says: »Have hope and imagine you receive it.» The man shows the priest a coin through the window, and repeats the same phrase.   No examples in our database yet"
1805,Confessions of a Pious Woman,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1805,"Allegorically tells her sin; repeatedly confesses the sin she committed in her youth, as its remembrance gives her delight (and the like). Cf. Type 1851 . No examples in our database yet back to index"
1806,Will Lunch with Christ,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1806,"Priest tells condemned man after confession that he will dine with Christ that evening. The mule that carries him to the scaffold goes very fast and the criminal says, »At this rate I shall lunch with Christ.» [ J1261.3 ]. No examples in our database yet back to index"
1807,The Equivocal Confession,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1807,"A man makes an equivocal confession to the priest he has robbed, e.g., says that he has saved a man from a bear, (meaning that he stole the priest's furs); asks his confessor for guidance. The priest, misunderstanding the confession, even praises the… Variants 1807A. ""Owner has Refused to Accept it."" A rascal steals a priest's watch. He tells the priest that he has stolen a watch and offers it to him as a payment for a past favor. The priest refuses to accept stolen goods. Commands the thief to return the watch to the owner. »But the owner has…   1807B. Sleeping with God's Daughters Literal penance: the boy outwits the pope. For three years not to drink wine, not to lie in bed, nor sleep with a prostitute. He goes to a convent, sleeps on eiderdown, and sleeps with the nuns (God's daughters). When the pope condemns him he says he…   No examples in our database yet"
1810,Jokes about catechism,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1810,
1812,Wager: to Dance with Nun,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1812,Man tells nun she must undress. Nun outraged refuses. Then you must dance a few steps with me. Nun prefers this and does. Man wins wager. (Nun's song while dancing a part of tale). No examples in our database yet back to index
1820,Bride and Groom at Wedding Ceremony,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1820,They make unusual or absurd answers. Cf. Type 1684B*. No examples in our database yet back to index
1824,Parody sermon,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1824,
1826,The Parson has no Need to Preach,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1826,Those who know may teach those who don't know. [ X452 ]. (Or no need give sermon about saint since he has performed no miracles since last year [ X425.1 ]). Cf. Type l833F . No examples in our database yet back to index
1827,You shall see me a little while longer,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1827,The parson takes a drink of liquor during the sermon. [ X445.1 ]. Cf. Type 1698M . Variants 1827A. Cards (liquor bottle) fall from the sleeve of the preacher He saves the situation by making suitable comparisons to the congregation: »So shall you fall to hell» (and the like).   No examples in our database yet
1829,Living Person Acts as Image of Saint,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1829,
1830,In trial sermon the parson promises the laymen the kind of weather they want,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1830,They cannot agree. »Then you may have it as it was before.» [ J1041.1 ].
1831,The Parson and Sexton at Mass,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1831,The Sexton has been sent to steal the lamb. At mass the priest and sexton discuss the theft in antiphony: »Did you get the lamb-a-a-a-a?» »I didn't get it; I got a hell of a beating a-a-a-a.» [ X441 ]. (In Catholic stories the antiphonies are made… No examples in our database yet
1832,Boy answers the priest,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1832,"A boy rides with a rich man. Goes into church and leaves his coat lying in the sled. Hears the parson preach about the rich man who went to hell. The boy calls out, »Then he took my coat along» [ X435.5 ]. Variants 1832D. How many sacraments are there? No examples in our database yet"
1833,Other anecdotes of sermons,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1833,
1834,The clergyman with the fine voice,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1834,"When officiating he sees an old woman weeping and believes her to be touched by his singing. Feeling flattered, he asks her why she weeps, but she answers that she had been reminded of her old goat that had been taken by the wolf [ X436 ]. (Variant:… No examples in our database yet"
1835,Not to turn round,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1835,
1837,The Parson to Let a Dove Fly in the Church,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1837,It dies in his pocket (or has other accident). [ X418 ]. No examples in our database yet
1838,The hog in church,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1838,The hog has been locked by mistake in the church all week. When the congregation comes the hog runs between the parson's legs and carries him out. [ X415 ]. No examples in our database yet
1840,At the blessing of the grave the parson's ox breaks loose,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1840,
1841,Grace before meat,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1841,"The parson asks the boy: »what does your father say when you begin to eat?» »You young devil, etc.» [ X435.2 ]. No examples in our database yet back to index"
1842,The Testament of the Dog,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1842,The owner of a dog has him given Christian burial. The bishop thereupon pretends that the dog has left the church a large legacy. [ J1607 ]. No examples in our database yet
1843,Parson visits the dying,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1843,
1844,The Parson Visits the Sick,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1844,
1845,The student as healer,ANECDOTES AND JOKES,Jokes about Clergymen and Religious Figures,Other Jokes about Religious Figures,1800-1849,index.php?action=atu&src=atu&id=1845,
1851,Jokes about Devout Women,ANECDOTES AND JOKES,Anecdotes about Other Groups of People,,1850-1874,index.php?action=atu&src=atu&id=1851,
1855,Jokes about Jews,ANECDOTES AND JOKES,Anecdotes about Other Groups of People,,1850-1874,index.php?action=atu&src=atu&id=1855,
1875,The Boy on the Wolf's Tail,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1875,"He hides himself in the mill and frightens the robbers from their treasure; cf. Type 1653 . Is hidden in a barrel. Holds fast to the wolf's tail through a hole in the barrel. [ X1133.3 ]. Cf. Types 169H*, 1229, 1900. No examples in our database yet"
1876,The Geese on the Line,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1876,The hawk flies away with them on it. The geese have been bound together as protection from the hawk. [ X1267.1 ].
1882,The Man who Fell out of a Balloon,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1882,"Buried in the earth, he goes to get a spade to dig himself out. Motives X1731.2.1 Variants 1882A. Man Caught in Log (cleft Tree) Goes Home to Get Axe"
1886,Man Drinks from own Skull,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1886,The skull falls into the water and a duck makes a nest in it. No examples in our database yet back to index
1890,The lucky shot,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1890,"Discharge of gun kills the heath-cock, which falls on the sprouts on the tree, which kills the bear, etc. [ X1124.3 ]. Variants 1890A. Shot Splits Tree Limb Bird's feet caught in the crack, and other lucky accidents bring much game. [ X1124.3.1 ].   1890D. Ramrod shot plus series of lucky accidents No examples in our database yet"
1891,The Great Rabbit-Catch,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1891,The rabbits freeze their feet fast to the ice at night [ X1115.1 ]. No examples in our database yet
1892,The Trained Horse Rolls in the Field,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1892,Oats grow in his flanks. The man ties a club to the horse's tail and thus kills many moor-hens. [ X1241.2.2 ]. No examples in our database yet back to index
1894,The man shoots a ramrod full of ducks,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1894,
1895,A man wading in water catching many fish in his boots,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1895,
1896,Hunting the wolves with rod and line,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1896,
1911,Cart as Legs,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1911,Small cart serves as back legs for crippled sow. Pigs have also these carts. (Similar stories about other animals.) [ X1202.1 ]. Variants 1911A. Horse's New Backbone No examples in our database yet
1913,The Side-hill Beast,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1913,Animal with two short legs on one side for convenience in living on hillsides. It can walk around the hill in only one direction. [ X1381 ]. No examples in our database yet back to index
1916,The Breathing Tree,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1916,"A hunter cuts down a tree packed so full of animal that a crack opens as the animals inhale, closes when they exhale. No examples in our database yet"
1917,The Stretching and Shrinking Harness,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1917,A man driving a team with a wagon in the rain finds on arrival at the top of the hill that the tugs of rawhide have stretched and that the loaded wagon is still at the bottom. He unhitches the horses and throws the harness across a stump. Later when… No examples in our database yet back to index
1920,Contest in lying,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1920,
1925,Wishing contests,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1925,
1927,The Cold May Night,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1927,"A very cold night comes in May. Hearing of a much colder night long ago, a man sets out to find about it. In his travels he comes to (a) an otter lying in a deep hole on top of a rock: he has been so long lying there that the rock has been worn… No examples in our database yet"
1931,The woman who asked for news from home,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1931,"Gets many impossible answers, which she believes. »The cock has become sexton.» - »That is why he sang so well in the morning» [ J2349.4 ]. Cf. Type 1920A . No examples in our database yet back to index"
1935,Topsy-Turvy Land,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1935,Land where all is opposite from the usual. [ X1505 ]. No examples in our database yet back to index
1940,The Extraordinary Names,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1940,"The place where animals and things have extraordinary names. See also: 1562A Motives F703 , X1506"
