motif_code,title,level_1_category,level_2_category,level_2_range,level_3_category,level_3_range
E300,"Friendly return from the dead. Irish: *Cross, Beal XXI 331; Jewish:",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E310,Dead lover's friendly return. (Cf. E210.) Irish myth: *Cross; Icelandic:,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E320,Dead relative's friendly return.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E330,Locations haunted by non-malevolent dead. (Cf. E270—E284 for,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E340,Return from dead to repay obligation.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E360,Other reasons for friendly return from the dead.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E380,"Ghost summoned. *Fb ""mane"" II 547a; Irish: Beal XXI 310; Scotland:",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E390,Friendly return from the dead—miscellaneous.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Friendly return from the dead.,E300-E399
E400,"Ghosts and revenants—miscellaneous. *Wimberly 451f. s.v. ""Ghost"",",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E410,The unquiet grave. (Cf. D2151.1.2.3.) Dead unable to rest in peace. Aside,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E420,Appearance of revenant.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E430,Defense against ghosts and the dead. Frazer The Fear of the Dead,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E440,"Walking ghost ""laid"". *Jellinek Zs. f. Vksk. XIV 324; *v. Negelein ibid.",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E460,Revenants in conflict.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E470,Intimate relations of dead and living.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E480,Abode of the dead. Irish myth: *Cross; Jewish: *Neuman.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E490,Meetings of the dead.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E500,Phantom hosts.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E510,Phantom sailors and travelers.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E520,"Animal ghosts. Hdwb. d. Abergl. s.v. ""Geist""; Finnish-Swedish: Wessman",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E530,"Ghosts of objects. Hdwb. d. Abergl. s.v. ""Geist""; Finnish-Swedish:",The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E540,Miscellaneous actions of revenants.,The Dead,GHOSTS AND OTHER REVENANTS,E200-E599,Ghosts and revenants—miscellaneous,E400-E599
E600,Reincarnation. Return from the dead in another form. India: Penzer X 336,The Dead,Reincarnation,E600-E699,Reincarnation,E600-E699
E610,Reincarnation as animal. Encyc. Rel. and Ethics I 493b; Irish myth:,The Dead,Reincarnation,E600-E699,Reincarnation,E600-E699
E630,Reincarnation in object.,The Dead,Reincarnation,E600-E699,Reincarnation,E600-E699
E650,Reincarnation: other forms.,The Dead,Reincarnation,E600-E699,Reincarnation,E600-E699
E670,Repeated reincarnation. Irish myth: *Cross; Gaster Exempla 248 No.,The Dead,Reincarnation,E600-E699,Reincarnation,E600-E699
E690,Reincarnation: miscellaneous.,The Dead,Reincarnation,E600-E699,Reincarnation,E600-E699
E700,"The Soul. **Tobler; **Feilberg Sjæletro (København, 1914); Еke",The Dead,The soul,E700-E799,,
E710,External soul. A person (often a giant or ogre) keeps his soul or life,The Dead,The soul,E700-E799,,
E720,Soul leaves or enters the body.,The Dead,The soul,E700-E799,,
E730,"Soul in animal form. (Cf. E721.1.2.4, E722.1.4, E734.2.) Bugiel RTP",The Dead,The soul,E700-E799,,
E740,Other forms of the soul.,The Dead,The soul,E700-E799,,
E750,Perils of the soul. *Frazer Golden Bough III 26ff.; Irish myth: *Cross;,The Dead,The soul,E700-E799,,
E760,Life Index. Object or animal has mystic connection with person. Changes,The Dead,The soul,E700-E799,,
E770,"Vital objects. Objects that have life in them. (Cf. D1620, D1640.)",The Dead,The soul,E700-E799,,
E780,Vital bodily members. They possess life independent of the rest of the,The Dead,The soul,E700-E799,,
E790,The soul—miscellaneous.,The Dead,The soul,E700-E799,,
F0,Journey to other world. *Patch Some Elements in Mediaeval Descriptions of,Marvels,Otherworld Journeys,F0-F199,Other world journeys,F0-F199
F10,Journey to upper world. Most references for F0 discuss this motif. Chauvin,Marvels,Otherworld Journeys,F0-F199,THE UPPER WORLD,F10-F79
F50,Access to upper world.,Marvels,Otherworld Journeys,F0-F199,THE UPPER WORLD,F10-F79
F60,Transportation to or from upper world.,Marvels,Otherworld Journeys,F0-F199,THE UPPER WORLD,F10-F79
F80,"Journey to lower world. *Types 301, 650, BP II 300; *Siuts Jenseitsmotive",Marvels,Otherworld Journeys,F0-F199,THE LOWER WORLD,F80-F109
F90,"Access to lower world. **Hilda R. Ellis, The Road to Hell (London, 1943)",Marvels,Otherworld Journeys,F0-F199,THE LOWER WORLD,F80-F109
F100,Visit to lower world—miscellaneous motifs.,Marvels,Otherworld Journeys,F0-F199,THE LOWER WORLD,F80-F109
F110,"Journey to terrestrial otherworlds. *Graf Miti, leggendi e superstizioni de",Marvels,Otherworld Journeys,F0-F199,MISCELLANEOUS OTHERWORLDS,F110-F199
F130,Location of otherworld. *Wimberly 121ff.—Irish myth: *Cross.,Marvels,Otherworld Journeys,F0-F199,MISCELLANEOUS OTHERWORLDS,F110-F199
F140,Bounds of the otherworld. *Siuts 44.,Marvels,Otherworld Journeys,F0-F199,MISCELLANEOUS OTHERWORLDS,F110-F199
F150,Access to otherworld. Irish myth: Cross.,Marvels,Otherworld Journeys,F0-F199,MISCELLANEOUS OTHERWORLDS,F110-F199
F160,"Nature of the otherworld. Wimberly 139ff.—Irish myth: *Cross, Beal",Marvels,Otherworld Journeys,F0-F199,MISCELLANEOUS OTHERWORLDS,F110-F199
F170,Otherworld—miscellaneous motifs.,Marvels,Otherworld Journeys,F0-F199,MISCELLANEOUS OTHERWORLDS,F110-F199
F200,"Fairies (elves). See also F420 (Water Spirits), F451 (Dwarfs) and F460",Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND ELVES,F200-F399
F210,Fairyland. *Hartland Science 135ff.—Irish myth: Cross; Icelandic:,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND ELVES,F200-F399
F220,Dwelling of fairies.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND ELVES,F200-F399
F230,Appearance of fairies.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND ELVES,F200-F399
F240,Possessions of fairies.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND ELVES,F200-F399
F250,Other characteristics of fairies.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND ELVES,F200-F399
F260,Behavior of fairies.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND ELVES,F200-F399
F300,"Marriage or liaison with fairy. Irish myth: *Cross, Beal XXI 335, Tupper",Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F310,Fairies and human children.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F320,"Fairies carry people away to fairyland. *Fb ""ellefolk"" I 241b, ""døbe"" I",Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F330,"Grateful fairies. *Hdwb. d. Märch. s.v. ""Geschenke des kleinen Volkes"";",Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F340,Gifts from fairies. Type 503; BP III 324; Hdwb. d. Märch. s.v.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F350,Theft from fairies.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F360,Malevolent or destructive fairies (= pixies). Saintyves Perrault 83ff.;,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F370,Visit to fairyland. BP II 329.—Irish myth: *Cross; Danish: Feilberg DF V,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F380,Defeating or ridding oneself of fairies. Irish myth: *Cross.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F390,Fairies—miscellaneous motifs.,Marvels,MARVELOUS CREATURES,F200-F699,FAIRIES AND MORTALS,F300-F399
F400,"Spirits and demons (general). *Encyc. Rel. Ethics s.v. ""Demons and",Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F420,Water-spirits.1 *Wehrhan Die Sage 74; *Meyer 101f.; W. Gregor,Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F430,Weather-spirits.,Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F440,Vegetation spirits. *Kittredge Gawain 195ff.; Frazer Golden Bough XII,Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F450,"Underground spirits. (Cf. F200—F399, Fairies and Elves.) Danish:",Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F460,"Mountain-spirits. (Huldra.) See also F200—F399 (Fairies and Elves),",Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F470,Night-spirits. Poltergeister; goblins; hobgoblins. *Kittredge Witchcraft,Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F480,"House-spirits. *Kittredge Witchcraft 215f., 523f.; Meyer Germanen",Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F490,Other spirits and demons.,Marvels,MARVELOUS CREATURES,F200-F699,Spirits and demons,F400-F499
F500,"Remarkable persons. Extraordinary size, form, appearance, or habits.",Marvels,MARVELOUS CREATURES,F200-F699,Remarkable persons,F500-F599
F510,Monstrous persons. *Oesterley Gesta Romanorum No. 175; Icelandic:,Marvels,MARVELOUS CREATURES,F200-F699,Remarkable persons,F500-F599
F530,Exceptionally large or small men. Krappe Neuphilologische Mitteilungen,Marvels,MARVELOUS CREATURES,F200-F699,Remarkable persons,F500-F599
F540,Remarkable physical organs.,Marvels,MARVELOUS CREATURES,F200-F699,Remarkable persons,F500-F599
F560,Unusual manner of life. Irish myth: Cross.,Marvels,MARVELOUS CREATURES,F200-F699,Remarkable persons,F500-F599
F570,Other extraordinary human beings.,Marvels,MARVELOUS CREATURES,F200-F699,Remarkable persons,F500-F599
F600,Persons with extraordinary powers.,Marvels,MARVELOUS CREATURES,F200-F699,Persons with extraordinary powers.,F600-F699
F610,"Remarkably strong man. (Strong John). (Cf. X940, X959.1.) *Panzer",Marvels,MARVELOUS CREATURES,F200-F699,Persons with extraordinary powers.,F600-F699
F640,Extraordinary powers of perception. Penzer VI 285; Icelandic: Boberg.,Marvels,MARVELOUS CREATURES,F200-F699,Persons with extraordinary powers.,F600-F699
F660,"Remarkable skill. *Types 653, 653*; BP III 45ff.; Irish myth: *Cross.",Marvels,MARVELOUS CREATURES,F200-F699,Persons with extraordinary powers.,F600-F699
F680,Other marvelous powers.,Marvels,MARVELOUS CREATURES,F200-F699,Persons with extraordinary powers.,F600-F699
F700,Extraordinary places.,Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F730,Extraordinary islands. Irish myth: *Cross; Icelandic: *Boberg.,Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F760,Extraordinary cities. Krappe Bulletin Hispanique XXXIII (1931) 97ff.;,Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F770,"Extraordinary buildings and furnishings. Irish: *Cross, O'Suilleabhain",Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F790,Extraordinary sky and weather phenomena.,Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F800,"Extraordinary rocks and stones. (Cf. D931, D1553, D1641.2.) Irish",Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F810,"Extraordinary trees, plants, fruit, etc. Toldo Studien zur vgl. Litgsch.",Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F820,Extraordinary clothing and ornaments.,Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F830,Extraordinary weapons. Irish myth: *Cross.,Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F840,Other extraordinary objects and places.,Marvels,Extraordinary places and things,F700-F899,Extraordinary places and things.,F700-F899
F900,Extraordinary occurrences.,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F910,Extraordinary swallowings. *Plenzat Hdwb. d. Märch. s.v.,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F930,Extraordinary occurrences concerning seas or waters.,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F940,"Extraordinary underground (underwater) disappearance. *Fb ""synke"";",Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F950,Marvelous cures. Irish myth: *Cross; Icelandic: *Boberg; India:,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F960,Extraordinary nature phenomena—elements and weather.,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F970,"Extraordinary behavior of trees and plants. Irish: Beal XXI 308,",Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F980,Extraordinary occurrences concerning animals.,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F990,Inanimate objects act as if living. Irish myth: *Cross.,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
F1010,Other extraordinary events.,Marvels,Extraordinary occurrences,F900-F1099,Extraordinary occurrences,F900-F1099
G0,Ogres. For a good discussion of the general concept and of the various kinds of,Ogres,,,,
G10,"Cannibalism. *Types 327, 406*; BP I 115; *Cox Cinderella 499; *Saintyves",Ogres,KINDS OF OGRES,G10-G399,REGULAR CANNIBALISM,G10-G49
G20,Ghouls. Persons eat corpses. Type 363; Chauvin VI 198 No. 371; Icelandic:,Ogres,KINDS OF OGRES,G10-G399,REGULAR CANNIBALISM,G10-G49
G30,Person becomes cannibal. MacCulloch Childhood 297.—Tahiti: Beckwith,Ogres,KINDS OF OGRES,G10-G399,REGULAR CANNIBALISM,G10-G49
G50,Occasional cannibalism.,Ogres,KINDS OF OGRES,G10-G399,OCCASIONAL CANNIBALISM,G50-G79
G60,Human flesh eaten unwittingly. Penzer II 113; English: Wells 151 (Richard,Ogres,KINDS OF OGRES,G10-G399,OCCASIONAL CANNIBALISM,G50-G79
G70,Occasional cannibalism—deliberate.,Ogres,KINDS OF OGRES,G10-G399,OCCASIONAL CANNIBALISM,G50-G79
G80,Other motifs dealing with cannibals.,Ogres,KINDS OF OGRES,G10-G399,Cannibals and cannibalism,G10-G99
G100,Giant ogre. Polyphemus. (For motifs concerning giants who are not,Ogres,KINDS OF OGRES,G10-G399,Giant ogres,G100-G199
G110,Possessions of giant ogres. Irish myth: Cross.,Ogres,KINDS OF OGRES,G10-G399,Giant ogres,G100-G199
G120,Physical characteristics of giant ogres.,Ogres,KINDS OF OGRES,G10-G399,Giant ogres,G100-G199
G130,Customs of giant ogres.,Ogres,KINDS OF OGRES,G10-G399,Giant ogres,G100-G199
G150,Giant ogres—miscellaneous.,Ogres,KINDS OF OGRES,G10-G399,Giant ogres,G100-G199
G200,"Witch. *Types 405, 432, 442, 708, 710, 711; **Kittredge Witchcraft;",Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G210,Form of witch.,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G220,Characteristics of witches.,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G230,Habitat of witches.,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G240,Habits of witches.,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G250,Recognition of witches.,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G260,Evil deeds of witches. *Kittredge Witchcraft passim; Lithuanian: Balys,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G270,Witch overcome or escaped.,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G280,Witches—miscellaneous motifs.,Ogres,KINDS OF OGRES,G10-G399,Witches,G200-G299
G300,Other ogres.,Ogres,KINDS OF OGRES,G10-G399,Other ogres,G300-G399
G310,Ogres with characteristic methods.,Ogres,KINDS OF OGRES,G10-G399,Other ogres,G300-G399
G360,Ogres with monstrous features. Irish myth: *Cross.,Ogres,KINDS OF OGRES,G10-G399,Other ogres,G300-G399
G370,Ogres—miscellaneous.,Ogres,KINDS OF OGRES,G10-G399,Other ogres,G300-G399
G400,"Person falls into ogre's power. *Types 311, 312.",Ogres,Falling into ogre's power,G400-G499,Falling into ogre's power.,G400-G499
G410,Person betrayed into ogre's power. India: Thompson-Balys; N. A.,Ogres,Falling into ogre's power,G400-G499,Falling into ogre's power.,G400-G499
G420,Capture by ogre.,Ogres,Falling into ogre's power,G400-G499,Falling into ogre's power.,G400-G499
G440,Ogre abducts person.,Ogres,Falling into ogre's power,G400-G499,Falling into ogre's power.,G400-G499
G450,Falling into ogre's power—miscellaneous.,Ogres,Falling into ogre's power,G400-G499,Falling into ogre's power.,G400-G499
G500,Ogre defeated. Icelandic: *Boberg; Jewish: *Neuman; India: *Thompson-,Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G510,"Ogre killed, maimed, or captured. India: Thompson-Balys.",Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G520,Ogre deceived into self-injury. *Type 328; N. A. Indian: Thompson,Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G530,Ogre's relative aids hero.,Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G550,"Rescue from ogre. *Types 311, 312, 313, 314, 590; Icelandic: *Boberg;",Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G560,Ogre deceived into releasing prisoner.,Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G570,Ogre overawed. *Types 1145—1154; Icelandic: Boberg; India:,Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G580,Ogre otherwise subdued.,Ogres,Ogre defeated,G500-G599,Ogre defeated,G500-G599
G610,"Theft from ogre. *Types 328, 314*; Icelandic: MacCulloch Eddic 54,",Ogres,Other ogre motifs,G600-G699,Other ogre motifs,G600-G699
G630,Characteristics of ogres.,Ogres,Other ogre motifs,G600-G699,Other ogre motifs,G600-G699
G650,Unclassified ogre motifs.,Ogres,Other ogre motifs,G600-G699,Other ogre motifs,G600-G699
H0,Identity tests. Recognition. Elaborate means are employed in folk-literature for,Tests,Identity tests: recognition,H0-H199,Identity tests: Recognition,H0-H199
H10,Recognition through common knowledge. Icelandic: *Boberg; India:,Tests,Identity tests: recognition,H0-H199,Identity tests: Recognition,H0-H199
