motif_code,title,level_1_category,level_2_category,level_2_range,level_3_category,level_3_range
H1010,"Impossible tasks. *Type 428; *Child V 498 s.v. ""tasks""; Burton Nights",Tests,TESTS OF PROWESS: TASKS,H900-H1199,IMPOSSIBLE OR ABSURD TASKS,H1010-H1049
H1020,Tasks contrary to laws of nature.,Tests,TESTS OF PROWESS: TASKS,H900-H1199,IMPOSSIBLE OR ABSURD TASKS,H1010-H1049
H1030,Other impossible tasks.,Tests,TESTS OF PROWESS: TASKS,H900-H1199,IMPOSSIBLE OR ABSURD TASKS,H1010-H1049
H1050,Paradoxical tasks. *Type 875; *BP II 362; *Gruffydd Math vab,Tests,TESTS OF PROWESS: TASKS,H900-H1199,PARADOXICAL TASKS,H1050-H1089
H1090,Tasks requiring miraculous speed. Missouri French: Carrière; India:,Tests,TESTS OF PROWESS: TASKS,H900-H1199,Nature of tasks,H1000-H1199
H1110,Tedious tasks.,Tests,TESTS OF PROWESS: TASKS,H900-H1199,Nature of tasks,H1000-H1199
H1130,Superhuman tasks.,Tests,TESTS OF PROWESS: TASKS,H900-H1199,Nature of tasks,H1000-H1199
H1150,"Tasks: stealing, capturing, or slaying. India: Thompson-Balys.",Tests,TESTS OF PROWESS: TASKS,H900-H1199,Nature of tasks,H1000-H1199
H1180,Miscellaneous tasks.,Tests,TESTS OF PROWESS: TASKS,H900-H1199,Nature of tasks,H1000-H1199
H1200,Quest.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,ATTENDANT CIRCUMSTANCES OF QUESTS,H1200-H1249
H1210,Quest assigned.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,ATTENDANT CIRCUMSTANCES OF QUESTS,H1200-H1249
H1220,"Quests voluntarily undertaken. Irish: *Cross, Beal XXI 318, 320;",Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,ATTENDANT CIRCUMSTANCES OF QUESTS,H1200-H1249
H1230,Accomplishment of quests.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,ATTENDANT CIRCUMSTANCES OF QUESTS,H1200-H1249
H1240,Other circumstances of quests.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,ATTENDANT CIRCUMSTANCES OF QUESTS,H1200-H1249
H1250,Quests to the other world. *Siuts Jenseitsmotive 226—232; Irish,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,QUESTS TO THE OTHER WORLD,H1250-H1299
H1260,Quest to the upper world. Type 465c; India: Thompson-Balys;,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,QUESTS TO THE OTHER WORLD,H1250-H1299
H1270,"Quest to lower world. Irish: *Cross, Beal XXI 323; Icelandic:",Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,QUESTS TO THE OTHER WORLD,H1250-H1299
H1280,Quests to other realms.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,QUESTS TO THE OTHER WORLD,H1250-H1299
H1290,Quests to the other world—miscellaneous motifs.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,QUESTS TO THE OTHER WORLD,H1250-H1299
H1300,Quests for the unique.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,Nature of quests,H1250-H1399
H1320,"Quest for marvelous objects or animals. *Type 550; Dickson 39, 50,",Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,Nature of quests,H1250-H1399
H1360,Quest for dangerous animals. Irish myth: Cross; N. A. Indian:,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,Nature of quests,H1250-H1399
H1370,Miscellaneous quests.,Tests,TESTS OF PROWESS: QUESTS,H1200-H1399,Nature of quests,H1250-H1399
H1400,Fear test. A person is put to various tests in the attempt to make him,Tests,OTHER TESTS,H1400-H1599,TESTS OF FEAR,H1400-H1449
H1410,Fear test: staying in frightful place.,Tests,OTHER TESTS,H1400-H1599,TESTS OF FEAR,H1400-H1449
H1420,Fearless traffic with devils.,Tests,OTHER TESTS,H1400-H1599,TESTS OF FEAR,H1400-H1449
H1430,Fearless traffic with ghosts.,Tests,OTHER TESTS,H1400-H1599,TESTS OF FEAR,H1400-H1449
H1440,The learning of fear. Missouri French: Carrière; Japanese: Ikeda.,Tests,OTHER TESTS,H1400-H1599,TESTS OF FEAR,H1400-H1449
H1450,Vigilance test.,Tests,OTHER TESTS,H1400-H1599,TESTS OF VIGILANCE,H1450-H1499
H1460,Test: vigil at tomb.,Tests,OTHER TESTS,H1400-H1599,TESTS OF VIGILANCE,H1450-H1499
H1470,Other vigilance tests.,Tests,OTHER TESTS,H1400-H1599,TESTS OF VIGILANCE,H1450-H1499
H1480,Accomplishment of vigilance test.,Tests,OTHER TESTS,H1400-H1599,TESTS OF VIGILANCE,H1450-H1499
H1500,Tests of endurance.,Tests,OTHER TESTS,H1400-H1599,TESTS OF ENDURANCE AND POWER OF SURVIVAL,H1500-H1549
H1510,"Tests of power to survive. Vain attempts to kill hero. *Types 461, 516",Tests,OTHER TESTS,H1400-H1599,TESTS OF ENDURANCE AND POWER OF SURVIVAL,H1500-H1549
H1540,Contests in endurance. India: Thompson-Balys.,Tests,OTHER TESTS,H1400-H1599,TESTS OF ENDURANCE AND POWER OF SURVIVAL,H1500-H1549
H1550,"Tests of character. Breton: Sébillot Incidents s.v. ""épreuves""; Jewish:",Tests,OTHER TESTS,H1400-H1599,TESTS OF CHARACTER,H1550-H1569
J0,Acquisition and possession of wisdom. Jewish: *Neuman.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J10,Wisdom (knowledge) acquired from experience.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J30,Wisdom (knowledge) acquired from inference.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J50,Wisdom (knowledge) acquired from observation.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J80,Wisdom (knowledge) taught by parable. Irish myth: Cross; Icelandic:,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J100,Wisdom (knowledge) taught by necessity.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J120,Wisdom learned from children. *Chauvin VIII 62 No. 27; Penzer I 186.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J130,Wisdom (knowledge) acquired from animals.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J140,Wisdom (knowledge) through education.,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J150,Other means of acquiring wisdom (knowledge).,The Wise and the Foolish,Acquisition and possession of wisdom (knowledge),J0-J199,Acquisition and possession of wisdom (knowledge).,J0-J199
J200,Choices.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Choices,J200-J499
J210,Choice between evils.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Choices,J200-J499
J230,Choice: real and apparent values.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,REAL AND APPARENT VALUES,J230-J299
J240,Choice between useful and ornamental.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,REAL AND APPARENT VALUES,J230-J299
J260,Choice between worth and appearance.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,REAL AND APPARENT VALUES,J230-J299
J280,Quality preferred to quantity.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,REAL AND APPARENT VALUES,J230-J299
J310,The present preferred to the past.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,PRESENT VALUES CHOSEN,J300-J329
J320,Present values preferred to future.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,PRESENT VALUES CHOSEN,J300-J329
J340,"Choices: little gain, big loss.",The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,GAINS AND LOSSES,J330-J369
J370,Choices: important and unimportant work.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Gains and losses,J330-J399
J390,"Choices: kind strangers, unkind relatives.",The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Gains and losses,J330-J399
J400,Choice of associates.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CHOICE OF ASSOCIATES,J400-J459
J410,Association of equals and unequals.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CHOICE OF ASSOCIATES,J400-J459
J420,Association of strong and weak.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CHOICE OF ASSOCIATES,J400-J459
J440,Association of young and old.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CHOICE OF ASSOCIATES,J400-J459
J450,Association of the good and the evil.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CHOICE OF ASSOCIATES,J400-J459
J460,Unnecessary choices.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Choices,J200-J499
J480,Other choices.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Choices,J200-J499
J510,Prudence in ambition.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Prudence and discretion,J500-J599
J530,Prudence in demands.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Prudence and discretion,J500-J599
J550,Zeal—temperate and intemperate.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Prudence and discretion,J500-J599
J570,Wisdom of deliberation.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Prudence and discretion,J500-J599
J580,Wisdom of caution.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Prudence and discretion,J500-J599
J610,Forethought in conflict with others—general.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,FORETHOUGHT IN CONFLICTS WITH OTHERS,J610-J679
J620,Forethought in prevention of others's plans. Icelandic: *Boberg.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,FORETHOUGHT IN CONFLICTS WITH OTHERS,J610-J679
J640,Avoidance of others' power.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,FORETHOUGHT IN CONFLICTS WITH OTHERS,J610-J679
J670,Forethought in defences against others.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,FORETHOUGHT IN CONFLICTS WITH OTHERS,J610-J679
J680,Forethought in alliances. Spanish Exempla: Keller.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Forethought,J600-J799
J700,Forethought in provision for life (general).,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,FORETHOUGHT IN PROVISION FOR LIFE,J700-J749
J710,Forethought in provision for food.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,FORETHOUGHT IN PROVISION FOR LIFE,J700-J749
J740,Forethought in provision for shelter.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,FORETHOUGHT IN PROVISION FOR LIFE,J700-J749
J810,Policy in dealing with the great.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Adaptability,J800-J849
J830,Adaptability to overpowering force.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Adaptability,J800-J849
J860,Consolation by a trifle.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CONSOLATION IN MISFORTUNE,J850-J899
J870,Consolation by pretending that one does not want the thing he cannot,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CONSOLATION IN MISFORTUNE,J850-J899
J880,Consolation by thought of others worse placed.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CONSOLATION IN MISFORTUNE,J850-J899
J890,Consolation in misfortune—miscellaneous.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,CONSOLATION IN MISFORTUNE,J850-J899
J900,Humility.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Humility,J900-J999
J910,Humility of the great.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Humility,J900-J999
J950,Presumption of the lowly.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Humility,J900-J999
J1010,Value of industry.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Other aspects of wisdom.,J1000-J1099
J1020,Strength in unity.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Other aspects of wisdom.,J1000-J1099
J1030,Self-dependence.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Other aspects of wisdom.,J1000-J1099
J1040,Decisiveness of conduct.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Other aspects of wisdom.,J1000-J1099
J1050,Attention to warnings.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Other aspects of wisdom.,J1000-J1099
J1060,Miscellaneous aspects of wisdom.,The Wise and the Foolish,WISE AND UNWISE CONDUCT,J200-J1099,Other aspects of wisdom.,J1000-J1099
J1100,Cleverness.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever persons and acts.,J1100-J1249
J1110,Clever persons. Irish myth: *Cross; Missouri French: Carrière.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever persons and acts.,J1100-J1249
J1130,Cleverness in law court—general. Jewish: *Neuman.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,CLEVERNESS IN THE LAW COURT,J1130-J1199
J1140,Cleverness in detection of truth.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,CLEVERNESS IN THE LAW COURT,J1130-J1199
J1150,Cleverness connected with the giving of evidence.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,CLEVERNESS IN THE LAW COURT,J1130-J1199
J1160,Clever pleading.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,CLEVERNESS IN THE LAW COURT,J1130-J1199
J1180,Clever means of avoiding legal punishment.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,CLEVERNESS IN THE LAW COURT,J1130-J1199
J1190,Cleverness in the lawcourt—miscellaneous.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,CLEVERNESS IN THE LAW COURT,J1130-J1199
J1210,Clever man puts another out of countenance.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,CLEVER MAN PUTS ANOTHER OUT OF COUNTENANCE,J1210-J1229
J1250,Clever verbal retorts—general. Boccaccio Decameron Day 6 (Lee,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1260,Repartee based on church or clergy.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1270,Repartee concerning the parentage of children.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1280,"Repartee with ruler (judge, etc.).",The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1290,Reductio ad absurdum of question or proposal.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1300,Officiousness or foolish questions rebuked. Irish myth: Cross.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1310,Repartee concerning wine.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1320,Repartee concerning drunkenness.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1330,Repartee concerning beggars.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1340,Retorts from hungry persons. Irish myth: Cross; U.S.: Baughman.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1350,Rude retorts. Irish myth: *Cross.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1370,Cynical retorts concerning honesty.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1380,Retorts concerning debts.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1390,Retorts concerning thefts.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1400,Repartee concerning false reform.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1410,Repartee concerning fatness.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1420,Animals retort concerning their dangers.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1430,Repartee concerning doctors and patients.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1440,Repartee—miscellaneous.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever verbal retorts (repartee).,J1250-J1499
J1500,Clever practical retort.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1510,The cheater cheated.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1530,"One absurdity rebukes another. Brown JAOS XXIX 43 n. 40, Penzer",The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1540,Retorts between husband and wife. (Cf. J1532.1.) Irish myth: *Cross.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1550,Practical retorts: borrowers and lenders.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1560,Practical retorts: hosts and guests.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1580,Practical retorts connected with almsgiving.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1600,Practical retorts—miscellaneous.,The Wise and the Foolish,CLEVERNESS,J1100-J1699,Clever practical retorts,J1500-J1649
J1700,Fools. **Clouston Noodles; *Field Myth of the Pent Cuckoo; *Types,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Fools (general),J1700-J1729
J1710,Association with fools.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Association with fools,J1710-J1729
J1730,Absurd ignorance.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd ignorance,J1730-J1749
J1750,One animal mistaken for another.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ONE THING MISTAKEN FOR ANOTHER,J1750-J1809
J1760,Animal or person mistaken for something else.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ONE THING MISTAKEN FOR ANOTHER,J1750-J1809
J1770,"Objects with mistaken identity. England, U.S.: *Baughman.",The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ONE THING MISTAKEN FOR ANOTHER,J1750-J1809
J1780,"Things thought to be devils, ghosts, etc. Indonesian: Coster-Wijsman",The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ONE THING MISTAKEN FOR ANOTHER,J1750-J1809
J1790,Shadow mistaken for substance. India: Thompson-Balys.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ONE THING MISTAKEN FOR ANOTHER,J1750-J1809
J1800,One thing mistaken for another—miscellaneous.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ONE THING MISTAKEN FOR ANOTHER,J1750-J1809
J1810,Physical phenomena misunderstood.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd misunderstandings,J1750-J1849
J1820,Inappropriate action from misunderstanding.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd misunderstandings,J1750-J1849
J1850,Gift or sale to animal (or object).,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ANIMALS OR OBJECTS TREATED AS IF HUMAN,J1850-J1899
J1860,Animal or object absurdly punished.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ANIMALS OR OBJECTS TREATED AS IF HUMAN,J1850-J1899
J1870,Absurd sympathy for animals or objects.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ANIMALS OR OBJECTS TREATED AS IF HUMAN,J1850-J1899
J1880,Animals or objects treated as if human—miscellaneous.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ANIMALS OR OBJECTS TREATED AS IF HUMAN,J1850-J1899
J1900,Absurd disregard or ignorance of animal's nature or habits.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd disregard of facts.,J1850-J1999
J1910,Fatal disregard of anatomy.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd disregard of facts.,J1850-J1999
J1920,Absurd searches for the lost.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd disregard of facts.,J1850-J1999
J1930,Absurd disregard of natural laws.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd disregard of facts.,J1850-J1999
J1960,Other absurd disregard of facts.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd disregard of facts.,J1850-J1999
J2010,Uncertainty about own identity.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD ABSENT-MINDEDNESS,J2000-J2049
J2020,"Inability to find own members, etc.",The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD ABSENT-MINDEDNESS,J2000-J2049
J2030,Absurd inability to count. Christensen DF XLVII 181ff.; India:,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD ABSENT-MINDEDNESS,J2000-J2049
J2040,Absurd absent-mindedness—miscellaneous. U.S.: Baughman.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD ABSENT-MINDEDNESS,J2000-J2049
J2050,Absurd short-sightedness. *Wienert FFC LVI 108 (15*).,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd absent-mindedness,J2000-J2050
J2060,Absurd plans. Air-castles. *Type 1430; *Wesselski Hodscha Nasreddin,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD SHORT-SIGHTEDNESS,J2050-J2199
J2070,Absurd wishes.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD SHORT-SIGHTEDNESS,J2050-J2199
J2080,Foolish bargains. Missouri French: Carrière; India: *Thompson-Balys.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD SHORT-SIGHTEDNESS,J2050-J2199
J2100,Remedies worse than the disease.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD SHORT-SIGHTEDNESS,J2050-J2199
J2120,Disregard of danger to objects (or animals).,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD SHORT-SIGHTEDNESS,J2050-J2199
J2130,Foolish disregard of personal danger.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD SHORT-SIGHTEDNESS,J2050-J2199
J2160,Other short-sighted acts.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,ABSURD SHORT-SIGHTEDNESS,J2050-J2199
J2200,Absurd lack of logic—general. Missouri French: Carrière.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd lack of logic.,J2200-J2259
J2210,Logical absurdity based upon certain false assumptions.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd lack of logic.,J2200-J2259
J2220,Other logical absurdities.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd lack of logic.,J2200-J2259
J2260,Absurd scientific theories—general.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd scientific theories,J2260-J2299
J2270,Absurd astronomical theories.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd scientific theories,J2260-J2299
J2280,Other absurd scientific theories. Irish myth: *Cross.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Absurd scientific theories,J2260-J2299
J2300,Gullible fools.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Gullible fools,J2300-J2349
J2310,Nature of gullibility.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Gullible fools,J2300-J2349
J2370,Inquisitive fool.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Inquisitive fools,J2370-J2399
J2400,Foolish imitation.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Foolish imitation,J2400-J2449
J2410,Types of foolish imitation.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Foolish imitation,J2400-J2449
J2420,Foolish imitation—miscellaneous.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Foolish imitation,J2400-J2449
J2450,Literal fool.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Literal fools,J2450-J2499
J2460,Literal obedience. Gaster Oldest Stories 167; India: *Thompson-Balys;,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Literal fools,J2450-J2499
J2470,Metaphors literally interpreted. India: *Thompson-Balys; N. A. Indian,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Literal fools,J2450-J2499
J2490,Literal fool—miscellaneous.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Literal fools,J2450-J2499
J2600,Cowardly fool. *BP II 555.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Cowardly fool,J2600-J2649
J2650,Bungling fool. Type 1690*; India: *Thompson-Balys.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,Bungling fool,J2650-J2699
J2700,The easy problem made hard.,The Wise and the Foolish,FOOLS (AND OTHER UNWISE PERSONS),J1700-J2749,The easy problem made hard.,J2700-J2749
K0,Contest won by deception—general. Irish myth: *Cross.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K10,Athletic contest won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K30,Hunting contest won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K40,Labor contest won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K50,Endurance contest won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
